DateTime,Website Name,URL,Status,Ping (ms),HTTP Time (ms),DNS Time (ms),Content Size (KB),Redirects,Keyword Check,SSL Days Left,SSL Expiry Date,Domain Days Left,Domain Expiry Date,Notes
2025-10-03T10:00:03.692716+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,43.46,530.28,5.01,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:00:05.601110+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1107.64,2.99,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:00:09.849388+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,88.93,1041.31,2.85,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T09:59:43.950384+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,467.18,26.3,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T09:59:48.066523+00:00,SMPB Odisha,https://smpbodisha.in/,Up,152.87,1170.37,3.17,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T09:59:51.148285+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,433.98,4.27,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T09:59:54.493236+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,480.58,3.37,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T09:59:57.962715+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,Failed,1497.95,3.6,105.89,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:00:03.437889+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,1707.36,3.9,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:00:11.887566+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,32.98,511.17,4.76,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:00:14.164831+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1472.57,3.8,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:00:17.968984+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,246.77,1102.43,4.44,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T09:59:42.894944+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,479.39,6.1,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T09:59:46.755439+00:00,SMPB Odisha,https://smpbodisha.in/,Up,126.53,1058.08,3.91,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T09:59:49.768184+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,704.11,2.87,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T09:59:53.447813+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,587.67,3.91,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T09:59:57.245832+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,227.75,1433.11,3.23,105.88,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:00:00.947423+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,1627.38,2.52,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:00:15.469834+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.55,466.88,4.57,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:00:17.314842+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1375.75,2.87,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:00:22.199391+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,130.94,1224.17,30.83,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T09:59:52.444595+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,598.47,33.35,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T09:59:56.797882+00:00,SMPB Odisha,https://smpbodisha.in/,Up,88.05,1257.74,3.35,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:00:00.167467+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,500.65,3.21,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:00:03.836992+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,586.48,3.71,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:00:07.509704+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,Failed,1193.26,2.95,105.88,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:00:12.903489+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,1310.23,2.9,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:00:16.463026+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,37.03,439.45,4.6,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:00:18.451372+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1393.8,3.15,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:00:21.621152+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,208.93,1141.09,4.15,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T10:06:38.506547+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,620.56,5.67,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T10:06:43.045790+00:00,SMPB Odisha,https://smpbodisha.in/,Up,152.86,1077.69,45.96,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:06:46.602579+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,495.67,3.23,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:06:50.136191+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,429.48,92.53,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:06:53.780835+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,199.81,1558.13,62.32,105.88,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:06:57.970630+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,1283.21,69.04,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:07:01.406893+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,32.89,629.82,104.12,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:07:03.985353+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1220.6,3.04,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:07:07.156784+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,271.36,751.98,131.38,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T10:10:39.035734+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,513.45,69.9,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T10:10:43.733920+00:00,SMPB Odisha,https://smpbodisha.in/,Up,116.85,1464.37,31.6,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:10:47.598865+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,376.46,3.85,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:10:51.352142+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,555.98,3.19,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:10:55.210110+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,212.46,1069.45,3.5,105.89,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:10:58.797693+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,1438.43,3.46,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:11:02.335881+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,7.09,485.42,43.77,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:11:04.706606+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up (Slow),N/A,3197.38,3.99,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:11:09.895889+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,90.92,1252.53,3.29,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T10:10:58.214937+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,451.64,6.37,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T10:11:02.347702+00:00,SMPB Odisha,https://smpbodisha.in/,Up,166.96,925.34,31.7,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:11:05.831316+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,435.97,3.3,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:11:09.458333+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,540.16,3.65,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:11:13.266408+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,267.14,1416.58,2.89,105.89,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:11:17.174027+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,1390.12,3.82,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:11:21.496772+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.77,435.02,4.6,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:11:23.513857+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1296.58,31.57,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,340,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:11:27.013515+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,262.35,1170.53,3.66,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T10:16:58.012563+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,688.77,40.47,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T10:17:02.645869+00:00,SMPB Odisha,https://smpbodisha.in/,Up,Failed,2252.82,148.76,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:17:19.434892+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,562.68,3.55,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:17:23.142463+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,544.61,3.05,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:17:26.781590+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,92.52,1094.21,65.21,105.88,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:17:30.033381+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,2655.89,68.63,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:17:35.400293+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,4.11,598.67,49.23,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:17:37.878666+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1410.49,3.8,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:17:41.497549+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,90.56,1016.04,61.94,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T10:18:36.019922+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,631.21,118.71,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T10:18:40.653521+00:00,SMPB Odisha,https://smpbodisha.in/,Up (Slow),88.28,11373.65,4.47,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:19:04.371520+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,523.35,4.52,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:19:07.673370+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,629.37,2.95,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:19:11.611033+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,188.83,1383.43,3.26,105.88,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:19:15.066743+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up (Slow),N/A,4103.56,5.59,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:19:21.464935+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.67,545.29,38.85,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:19:23.635071+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1431.33,2.91,219.23,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:19:26.921565+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,280.49,1367.46,3.83,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T10:18:59.581968+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,698.23,6.85,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T10:19:04.306417+00:00,SMPB Odisha,https://smpbodisha.in/,Up (Slow),225.74,11524.85,2.91,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:19:28.277215+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,631.64,4.37,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:19:31.990168+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,530.87,3.29,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:19:35.649292+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,85.53,1615.05,3.77,105.88,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:19:40.875661+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,1676.86,3.8,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:19:46.291625+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,36.74,531.09,5.12,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:19:48.494649+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1625.25,4.71,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:19:52.166461+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,217.68,1240.1,4.01,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T10:19:39.396238+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,540.75,39.93,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T10:19:43.730329+00:00,SMPB Odisha,https://smpbodisha.in/,Up (Slow),Failed,11198.14,32.92,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:20:09.074194+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,503.97,3.29,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:20:12.787376+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,649.74,3.37,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:20:16.539494+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,101.69,1609.6,4.42,105.88,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:20:21.468008+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,2491.63,3.06,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:20:26.276448+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.21,619.07,74.35,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:20:28.923555+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up (Slow),N/A,3271.99,3.16,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:20:34.396727+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,259.06,1038.15,3.37,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T10:20:36.422460+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,596.57,32.79,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T10:20:40.759084+00:00,SMPB Odisha,https://smpbodisha.in/,Up,197.32,1739.94,4.14,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:20:55.506057+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,623.0,3.21,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:20:59.153676+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,715.66,4.44,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:21:02.899288+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,261.86,1725.18,3.78,105.88,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:21:06.607579+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up (Slow),N/A,3548.21,3.82,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:21:13.734759+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,7.1,549.17,3.06,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:21:15.795448+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1212.76,3.72,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:21:19.020423+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,91.02,2328.39,3.37,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T10:20:36.912672+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,615.62,12.73,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T10:20:41.176654+00:00,SMPB Odisha,https://smpbodisha.in/,Up (Slow),143.15,10988.82,3.34,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:21:04.582786+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,594.0,4.0,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:21:08.251554+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,547.83,3.52,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:21:11.589172+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,216.61,1625.51,3.61,105.88,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:21:15.336229+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,1769.92,2.95,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:21:19.188772+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.79,541.5,3.64,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:21:21.315144+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up,N/A,1726.52,3.0,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:21:24.931385+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,265.33,1196.37,3.43,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
2025-10-03T10:23:37.309953+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed,556.77,38.52,5.59,0,Pass,86,2025-12-29T04:05:01+00:00,260,2026-06-21T07:31:59.451000+00:00,
2025-10-03T10:23:41.881798+00:00,SMPB Odisha,https://smpbodisha.in/,Up,146.62,1479.19,82.96,63.49,0,Pass,82,2025-12-25T02:57:27+00:00,304,2026-08-04T04:59:15.992000+00:00,
2025-10-03T10:23:46.645568+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed,410.85,4.19,55.88,0,Pass,61,2025-12-04T04:57:50+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:23:50.365037+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed,617.39,3.6,48.95,0,Pass,46,2025-11-18T11:19:02+00:00,66,2025-12-09T05:23:30.769000+00:00,
2025-10-03T10:23:54.312270+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),159.07,11145.73,63.08,105.89,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:24:08.700814+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,N/A,1643.65,89.88,62.32,0,Pass,64,2025-12-06T17:57:23+00:00,67,2025-12-10T08:22:51.100000+00:00,
2025-10-03T10:24:13.099842+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.53,447.19,41.01,61.7,0,Pass,38,2025-11-11T00:10:00+00:00,169,2026-03-21T11:20:19+00:00,
2025-10-03T10:24:15.506347+00:00,OFS Disposition List (HRD),https://odishaforest.in/hrd/ofs-disposition-list-sb,Up (Slow),N/A,11083.93,3.69,219.24,0,Pass,47,2025-11-19T22:20:58+00:00,339,2026-09-08T10:11:59.302000+00:00,
2025-10-03T10:24:38.596572+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,88.19,1157.56,66.1,31.02,0,Pass,57,2025-11-30T00:03:57+00:00,338,2026-09-07T08:34:32.369000+00:00,
